Фамилия;Имя;Отчество;Пароль;Email;Город;maildisplay;Факультет;Группа;Курс
Фёдоров;Елена;Романовна;4545;Fedorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Дорофеев;Михаил;Сергеевич;7702;Dorofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Семенов;Виктор;Николаевич;6631;Semenov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Лебедев;Анна;Викторовна;1994;Lebedev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Семенов;Андрей;Алексеевич;3815;Semenov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Юлия;Михайловна;3321;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Фёдоров;Вера;Максимовна;1473;Fedorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Макаров;Татьяна;Сергеевна;1405;Makarov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Куликов;Дмитрий;Иванович;7179;Kulikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соколов;Алиса;Романовна;1402;Sokolov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Орлов;Светлана;Алексеевна;2465;Orlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Федор;Романович;8456;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соболев;Наталья;Сергеевна;9787;Sobolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Куликов;Дарья;Викторовна;9975;Kulikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Борисов;Анна;Максимовна;3914;Borisov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Прохоров;Татьяна;Алексеевна;7378;Prohorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Алиса;Романовна;4265;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Куликов;Сергей;Николаевич;2945;Kulikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Новиков;Роман;Сергеевич;8749;Novikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Куликов;Максим;Николаевич;3771;Kulikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Мартынов;Ксения;Ивановна;9338;Martynov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Владимир;Андреевич;1890;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Михайлов;Дарья;Дмитриевна;6902;Mihajlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Мартынов;Вера;Федоровна;6436;Martynov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Ковалев;Анна;Кирилловна;6399;Kovalev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Семенов;Иван;Алексеевич;8777;Semenov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Козлов;Петр;Иванович;2011;Kozlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тимофеев;Федор;Сергеевич;8843;Timofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Иванов;Федор;Николаевич;6258;Ivanov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Петров;Роман;Дмитриевич;3750;Petrov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Григорьев;Дмитрий;Андреевич;9649;Grigor'ev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Виктория;Викторовна;2230;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соколов;Виктория;Андреевна;8575;Sokolov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тимофеев;Егор;Андреевич;5298;Timofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Жуков;Артем;Петрович;6381;Zhukov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Анна;Алексеевна;5125;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кузнецов;Егор;Иванович;9064;Kuznetsov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Петров;Максим;Федорович;9633;Petrov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Артем;Арсеньевич;3409;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Петр;Егорович;7608;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Семенов;Дмитрий;Сергеевич;7872;Semenov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Королев;Иван;Петрович;4718;Korolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Климов;Артем;Николаевич;7761;Klimov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Морозов;Ирина;Николаевна;2914;Morozov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Егоров;Екатерина;Ивановна;6418;Egorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Королев;Дмитрий;Романович;6099;Korolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Екатерина;Арсеньевна;2617;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Алексей;Викторович;6087;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Ольга;Алексеевна;3737;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Наталья;Романовна;1515;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Козлов;Алиса;Кирилловна;7276;Kozlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Макаров;Юлия;Дмитриевна;3436;Makarov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кузнецов;Анна;Федоровна;9502;Kuznetsov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тарасов;Андрей;Петрович;9994;Tarasov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Борисов;Дмитрий;Михайлович;4389;Borisov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сафонов;Анна;Егоровна;8758;Safonov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Лебедев;Иван;Алексеевич;6690;Lebedev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Ирина;Арсеньевна;6355;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Орлов;Анна;Егоровна;1934;Orlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Белов;Владимир;Николаевич;8921;Belov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соболев;Роман;Романович;7603;Sobolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тарасов;Алиса;Арсеньевна;1545;Tarasov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Наталья;Михайловна;7747;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Фёдоров;Владимир;Максимович;1926;Fedorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Максим;Петрович;9183;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кириллов;Максим;Михайлович;8553;Kirillov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Светлана;Михайловна;8873;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сафонов;Светлана;Ивановна;5459;Safonov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Куликов;Сергей;Андреевич;3200;Kulikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Климов;Владимир;Егорович;8273;Klimov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Григорьев;Максим;Алексеевич;7933;Grigor'ev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Орлов;Сергей;Дмитриевич;7754;Orlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Морозов;Федор;Петрович;5358;Morozov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Ковалев;Петр;Егорович;5929;Kovalev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Мартынов;Наталья;Арсеньевна;3047;Martynov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соболев;Кирилл;Николаевич;3226;Sobolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Новиков;Елена;Викторовна;2713;Novikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соболев;Ксения;Петровна;6097;Sobolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Куликов;Иван;Алексеевич;2839;Kulikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Плотников;Алексей;Андреевич;1895;Plotnikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сидоров;Николай;Арсеньевич;5540;Sidorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Дорофеев;Наталья;Николаевна;2526;Dorofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сафонов;Мария;Максимовна;8939;Safonov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Григорьев;Артем;Алексеевич;3422;Grigor'ev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Сергей;Арсеньевич;8349;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Кирилл;Николаевич;8062;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кузнецов;Екатерина;Максимовна;9537;Kuznetsov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тимофеев;Виктория;Ивановна;8291;Timofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Жуков;Полина;Егоровна;1078;Zhukov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тимофеев;Николай;Егорович;7228;Timofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Рябов;Наталья;Кирилловна;4744;Rjabov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Плотников;Елена;Сергеевна;8285;Plotnikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Белов;Наталья;Андреевна;7022;Belov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Федор;Егорович;2197;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Климов;Ольга;Максимовна;6288;Klimov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тарасов;Елена;Егоровна;4495;Tarasov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Новиков;Татьяна;Алексеевна;7484;Novikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Попов;Федор;Кириллович;3077;Popov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Прохоров;Светлана;Сергеевна;6539;Prohorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Егоров;Николай;Арсеньевич;2457;Egorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Прохоров;Владимир;Михайлович;1713;Prohorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Наталья;Романовна;4490;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Фёдоров;Светлана;Егоровна;4167;Fedorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Андреев;Алексей;Алексеевич;1322;Andreev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тарасов;Екатерина;Максимовна;3353;Tarasov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Петров;Кирилл;Петрович;6714;Petrov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Козлов;Егор;Сергеевич;1664;Kozlov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Татьяна;Алексеевна;5852;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Лебедев;Роман;Михайлович;9650;Lebedev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Климов;Ирина;Алексеевна;6445;Klimov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Фёдоров;Дмитрий;Михайлович;2152;Fedorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Семенов;Виктория;Михайловна;1485;Semenov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Светлана;Романовна;8045;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Ковалев;Юлия;Викторовна;4314;Kovalev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Морозов;Вера;Ивановна;1316;Morozov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Ковалев;Мария;Арсеньевна;9801;Kovalev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Мартынов;Федор;Иванович;6925;Martynov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сафонов;Полина;Михайловна;4287;Safonov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Егоров;Сергей;Егорович;5528;Egorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тарасов;Владимир;Андреевич;3435;Tarasov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Плотников;Алиса;Федоровна;2034;Plotnikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соболев;Вера;Петровна;2058;Sobolev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Новиков;Артем;Кириллович;4147;Novikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Семенов;Николай;Николаевич;5312;Semenov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Плотников;Виктор;Арсеньевич;2775;Plotnikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Климов;Андрей;Кириллович;2934;Klimov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Виктор;Петрович;8282;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Кириллов;Светлана;Андреевна;9956;Kirillov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сидоров;Артем;Викторович;6762;Sidorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Рябов;Елена;Романовна;7211;Rjabov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Анна;Кирилловна;4011;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Волков;Алиса;Федоровна;1430;Volkov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Артем;Андреевич;7969;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сафонов;Татьяна;Андреевна;8631;Safonov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Ольга;Михайловна;3009;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Дорофеев;Сергей;Алексеевич;7912;Dorofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Борисов;Артем;Сергеевич;5601;Borisov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Сидоров;Николай;Федорович;7630;Sidorov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тимофеев;Виктор;Дмитриевич;6738;Timofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Белов;Екатерина;Андреевна;2959;Belov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Юлия;Егоровна;5887;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Ковалев;Ирина;Егоровна;6143;Kovalev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Филиппов;Алиса;Петровна;5378;Filippov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Чернов;Алиса;Николаевна;7050;Chernov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Тарасов;Виктория;Алексеевна;9786;Tarasov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Панфилов;Алиса;Федоровна;7733;Panfilov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Белов;Алексей;Андреевич;5117;Belov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соколов;Петр;Николаевич;9834;Sokolov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Климов;Елена;Андреевна;3946;Klimov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Плотников;Роман;Викторович;3098;Plotnikov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Григорьев;Сергей;Михайлович;6796;Grigor'ev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Соколов;Светлана;Викторовна;2139;Sokolov.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
Дорофеев;Николай;Михайлович;6589;Dorofeev.in.jaz@Gmail.com;Гомель;0;ин.яз;мс-32 1998;3
